SERIALNUMBER,SOCS1REPAIRCODE,SOCS2COMPONENTCODE,SOCS3DEFECT_CODE,NR_INTERVENTION
151635004005,Product Installation,NEW APPLIANCE,No problem found,1
703220034,Electrical alignment / wiring / Resolder,TURNTABLE MOTOR,"Blocked, clogged",1
151728006316,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
151649002675,Mechanical alignments,CABINET,Unstable,1
707150329,Product Installation,NEW APPLIANCE,No problem found,1
151618005207,Mechanical alignments,DOOR,Mechanically misaligned,1
151728005816,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
141550010252,Part Replaced,"MOTOR-FAN, CIRCULATION","Incorrect wired, assembled",1
602030088,Software correction / upgrade / reset,CONTROL BOARD / SENSOR BOARD,Software problem,1
151728010634,Part Replaced,WIRING,"Misoperating (component, module)",1
151730008246,Product Installation,NEW APPLIANCE,No problem found,1
151108006445,Product Installation,NEW APPLIANCE,No problem found,1
151710001772,Repaired component,OTHERS MECHANICAL,Noisy,1
151736006288,Mechanical alignments,CABINET,Noisy,1
151634009522,Functional check,INSTRUCTION FOR USE,No problem found,1
Not assigned,Part Replaced,THERMOSTAT,Unable to diagnose fault,1
151702005520,Repaired component,OTHERS ELECTRICAL,"Incorrect wired, assembled",1
708101045,Modification requested by manufacturer,INNER-LINER-CAVITY-TUB,Leaking,1
151721005314,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
151719000688,Repaired component,FUSE,Short circuit,1
151540002385,Preventive action,CONTROL PANEL,"Incorrect wired, assembled",1
408070137,Part Replaced,"PANEL, REAR","Scratched, dented, sharp edges",1
601190018,Part Replaced,ACCESSORIES,"Scratched, dented, sharp edges",1
151730009904,Product Installation,NEW APPLIANCE,No problem found,1
151701000576,Part Replaced,DOOR,"Cut, broken, split, torn",1
151620007085,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
151603000429,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
151617005327,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
151715004776,Part Replaced,DOOR,"Cut, broken, split, torn",1
151704004675,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
702110522,Part Replaced,ACCESSORIES,"Cut, broken, split, torn",1
704180542,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
704181012,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
704181072,Part Replaced,"PANEL, FRONT","Cut, broken, split, torn",1
704181075,Part Replaced,"PANEL, FRONT","Cut, broken, split, torn",1
999999999,Product Installation,NEW APPLIANCE,"Cut, broken, split, torn",1
151543005058,Part Replaced,CONTROL PANEL,"Cut, broken, split, torn",1
611250068,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
421507003880,Product exchange proposal,POWER BOARD,Burnt,1
151631005465,Part Replaced,POWER BOARD,"Electrically misaligned, wrong setting",1
151552002227,Part Replaced,MAGNETRON,"Misoperating (component, module)",1
15154401705,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
Not assigned,Product exchange proposal,POWER BOARD,"Misoperating (component, module)",1
608181083,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
703221220,Product exchange proposal,FRAME,"Scratched, dented, sharp edges",1
999999999,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
702100072,Mechanical alignments,DOOR,"Loose, off, stripped",1
409012504,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
703220017,Product exchange proposal,"PANEL, FRONT","Scratched, dented, sharp edges",1
605270456,Product exchange proposal,POWER BOARD,"Incorrect wired, assembled",1
703080262,Product exchange proposal,FRAME,"Cut, broken, split, torn",1
151539006817,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
612056050,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
371221702431,Electrical alignment / wiring / Resolder,POWER BOARD,Short circuit,1
609200088,Product exchange proposal,MAGNETRON,"Misoperating (component, module)",1
151630008782,Part Replaced,MAGNETRON,"Cut, broken, split, torn",1
151635009126,Electrical alignment / wiring / Resolder,USER BOARD,"Bad contact, connection",1
410150016,Product exchange proposal,USER BOARD,"Misoperating (component, module)",1
702039162,Part Replaced,TRANSFORMER,"Incorrect wired, assembled",1
151725007165,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
999999999,Part Replaced,"PANEL, FRONT",Worn out (or general mechanical defect),1
371207701394,Part Replaced,OTHERS ELECTRICAL,"Misoperating (component, module)",1
601050249,Repaired component,MICROSWITCH,"Blocked, clogged",1
999999999,Product exchange proposal,POWER BOARD,"Dirty, clogged",1
421637001170,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
151621006937,Part Replaced,USER BOARD,"Bad contact, connection",1
151703003885,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,Unable to diagnose fault,1
604050831,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,Burnt,1
507081304,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,Burnt,1
502025345,Part Replaced,MAGNETRON,Burnt,1
151722002278,Product exchange proposal,POWER BOARD,"Cut, broken, split, torn",1
151648000800,Part Replaced,INNER-LINER-CAVITY-TUB,"Cut, broken, split, torn",1
704180926,Part Replaced,FUSE,"Electrically misaligned, wrong setting",1
410160089,Functional check,DISPLAY,"Misoperating (component, module)",1
151605008573,Product exchange proposal,MAIN MOTOR,"Misoperating (component, module)",1
302240316,Electrical alignment / wiring / Resolder,GENERATOR,"Bad contact, connection",1
611056657,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
701100146,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151703006090,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Blocked, clogged",1
151719001851,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151722005184,Part Replaced,CONTROL BOARD / SENSOR BOARD,Software problem,1
151611002247,Part Replaced,LAMP,Burnt,1
151722004495,Part Replaced,TURNTABLE MOTOR,"Misoperating (component, module)",1
151725008449,Product exchange proposal,DISPLAY,Software problem,1
151507003688,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
999999999,Part Replaced,USER BOARD,"Cut, broken, split, torn",1
151713004586,Part Replaced,USER BOARD,"Misoperating (component, module)",1
371436004841,Part Replaced,CONTROL BOARD / SENSOR BOARD,Worn out (or general mechanical defect),1
Not assigned,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
151727001322,Part Replaced,CONTROL BOARD / SENSOR BOARD,Open circuit,1
506239853,Product exchange proposal,"CAP, PUSHBUTTON","Cut, broken, split, torn",1
507080646,Electrical alignment / wiring / Resolder,MAGNETRON,"Bad contact, connection",1
503090008,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
705029175,Repaired component,HEATING ELEMENT / INDUCTION MODULE,"Cut, broken, split, torn",1
311147895,Mechanical alignments,USER BOARD,Mechanically misaligned,1
603114040,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
151722006087,Part Replaced,POWER BOARD,"Incorrect wired, assembled",1
151627003317,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
151602000314,Mechanical alignments,MAINS LEAD / CORD,"Incorrect wired, assembled",1
608181083,Product Installation,NEW APPLIANCE,No problem found,1
151520001115,Part Replaced,MICROSWITCH,"Cut, broken, split, torn",1
999999999,Preventive action,INNER-DOOR,Tight,1
508030194,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
151710006674,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
107273333,Part Replaced,CAPACITOR,"Misoperating (component, module)",1
371350003501,Electrical alignment / wiring / Resolder,USER BOARD,"Bad contact, connection",1
510130202,Explanation for customer  (IFU),POWER BOARD,No problem found,1
151648002452,Part Replaced,CONTROL PANEL,"Scratched, dented, sharp edges",1
151616006679,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151544000103,Product exchange proposal,USER BOARD,"Cut, broken, split, torn",1
512140067,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
151714001360,Part Replaced,CONTROL PANEL,Deformed,1
371404000975,Part Replaced,MAGNETRON,"Misoperating (component, module)",1
604051157,Product exchange proposal,MAGNETRON,Open circuit,1
421644002748,Part Replaced,OTHERS ELECTRICAL,"Misoperating (component, module)",1
371407000072,Part Replaced,CONTROL PANEL,"Cut, broken, split, torn",1
508030750,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
703220465,Product Installation,CABINET,"Scratched, dented, sharp edges",1
151707000174,Mechanical alignments,PERFORMANCE COMPLAINT,Vibrating,1
151723009216,Product exchange proposal,DISPLAY,Unable to diagnose fault,1
507290631,Part Replaced,OTHERS MECHANICAL,Mechanically misaligned,1
151714003726,Part Replaced,USER BOARD,"Misoperating (component, module)",1
421715001338,Part Replaced,MAGNETRON,Short circuit,1
701100173,Product exchange proposal,ACCESSORIES,Deformed,1
610148328,Part Replaced,OTHERS MECHANICAL,"Misoperating (component, module)",1
705059983,Part Replaced,POWER BOARD,Unable to diagnose fault,1
151247004917,Part Replaced,POWER BOARD,Open circuit,1
208243245,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
151724005511,Mechanical alignments,POWER BOARD,"Blocked, clogged",1
151518003792,Part Replaced,PERFORMANCE COMPLAINT,Noisy,1
203080872,Part Replaced,CONTROL BOARD / SENSOR BOARD,Burnt,1
151704004790,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
601257931,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
410100048,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,"Incorrect wired, assembled",1
605275169,Part Replaced,POWER BOARD,Burnt,1
151627003303,Part Replaced,MAGNETRON,"Bad contact, connection",1
151723008225,Mechanical alignments,DOOR / LID-SEAL / GASKET,Unable to diagnose fault,1
151716006577,Part Replaced,USER BOARD,"Bad contact, connection",1
371033701241,Part Replaced,TURNTABLE MOTOR,Open circuit,1
999999999,Part Replaced,MAGNETRON,"Misoperating (component, module)",1
609100537,Explanation for customer  (IFU),NEW APPLIANCE,No problem found,1
151737010359,Product Installation,NEW APPLIANCE,No problem found,1
151630008255,Product Installation,NEW APPLIANCE,Noisy,1
371038306665,Part Replaced,POWER BOARD,Open circuit,1
151722004464,Mechanical alignments,"MOTOR-FAN, CIRCULATION",Noisy,1
151633004577,Part Replaced,POWER BOARD,Open circuit,1
221510000001,Product Installation,NEW APPLIANCE,"Cut, broken, split, torn",1
151705001882,Product Installation,CABINET,"Loose, off, stripped",1
107040002,Product Installation,INSTALLATION PROBLEM,Installation fault,1
151520005953,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151722002265,Part Replaced,POWER BOARD,"Scratched, dented, sharp edges",1
381326006272,Part Replaced,STEP SWITCH,"Misoperating (component, module)",1
151637000634,Part Replaced,OTHERS ELECTRICAL,"Misoperating (component, module)",1
704112145,Mechanical alignments,DOOR / LID,"Incorrect wired, assembled",1
151711006770,Product Installation,POWER BOARD,"Incorrect wired, assembled",1
999999999,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
151735003166,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
151728010652,Mechanical alignments,USER BOARD,"Loose, off, stripped",1
151722005192,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
371407000041,Mechanical alignments,PERFORMANCE COMPLAINT,Unable to diagnose fault,1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
151725008756,Part Replaced,FRAME,"Cut, broken, split, torn",1
151615009604,Part Replaced,DOOR,"Wet, umid, condensation, sweating",1
703174295,Part Replaced,USER BOARD,"Cut, broken, split, torn",1
371205300102,Product Installation,NEW APPLIANCE,"Cut, broken, split, torn",1
151706008131,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
606106169,Product Installation,NEW APPLIANCE,"Cut, broken, split, torn",1
151723006012,Software correction / upgrade / reset,CONTROL BOARD / SENSOR BOARD,Software problem,1
151703007720,Part Replaced,DOOR / LID,Deformed,1
151636001170,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
151721000915,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
507290627,Product exchange proposal,OTHERS MECHANICAL,"Cut, broken, split, torn",1
612146666,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,Open circuit,1
151720004673,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
151634006177,Mechanical alignments,KNOB,"Blocked, clogged",1
606030096,Product Installation,NEW APPLIANCE,No problem found,1
610148302,Mechanical alignments,INNER-LINER-CAVITY-TUB,"Paint, colour mismatch",1
151537003027,Part Replaced,DOOR,"Cut, broken, split, torn",1
151729008372,Part Replaced,CONDENSER UNIT,"Misoperating (component, module)",1
151651000453,Part Replaced,"FRAME, DOOR-GLASS (INNER)","Paint, colour mismatch",1
371140308116,Part Replaced,USER BOARD,"Scratched, dented, sharp edges",1
605030460,Mechanical alignments,USER BOARD,"Bad contact, connection",1
999999999,Part Replaced,DOOR,Unable to diagnose fault,1
310200122,Part Replaced,"CAP, PUSHBUTTON","Misoperating (component, module)",1
151719006804,Part Replaced,CABINET,Deformed,1
505150499,Functional check,OTHERS ELECTRICAL,"Bad contact, connection",1
999999999,Part Replaced,PERFORMANCE COMPLAINT,Deformed,1
151718003313,Product exchange proposal,FRAME,"Incorrect wired, assembled",1
604050518,Part Replaced,"PANEL, REAR","Scratched, dented, sharp edges",1
410210451,Part Replaced,"PANEL, REAR","Scratched, dented, sharp edges",1
507080956,Part Replaced,"PANEL, REAR","Scratched, dented, sharp edges",1
999999999,Mechanical alignments,USER BOARD,"Misoperating (component, module)",1
151715002149,Part Replaced,DOOR / LID-SEAL / GASKET,Deformed,1
151709005890,Mechanical alignments,WIRING,"Loose, off, stripped",1
421613002491,Repaired component,POWER BOARD,"Cut, broken, split, torn",1
151725009829,Product exchange proposal,CROSSMEMBER / CROSSBAR,"Cut, broken, split, torn",1
151728010634,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
151607007801,Mechanical alignments,KNOB,"Loose, off, stripped",1
221718000002,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
151703005940,Part Replaced,DISPLAY,Software problem,1
371135700313,Part Replaced,POWER BOARD,Burnt,1
370841701089,Part Replaced,GENERATOR,"Scratched, dented, sharp edges",1
504010189,Product Installation,BASE-PLATE,"Cut, broken, split, torn",1
706084153,Part Replaced,USER BOARD,"Misoperating (component, module)",1
221,Part Replaced,SENSOR,Open circuit,1
151710006679,Part Replaced,OTHERS ELECTRICAL,Unable to diagnose fault,1
701100447,Functional check,OTHERS MECHANICAL,"Misoperating (component, module)",1
601050254,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
151736006245,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
151602005610,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
151603000592,Electrical alignment / wiring / Resolder,"CAP, PUSHBUTTON","Bad contact, connection",1
421612146381,Part Replaced,TRIM,"Incorrect wired, assembled",1
151741012721,Product Installation,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
151527002038,Part Replaced,MAGNETRON,Unable to diagnose fault,1
605270456,Product Installation,NEW APPLIANCE,"Incorrect wired, assembled",1
151544000103,Product Installation,NEW APPLIANCE,No problem found,1
151725009829,Part Replaced,INNER-LINER-CAVITY-TUB,"Paint, colour mismatch",1
371248306342,Functional check,MAGNETRON,"Incorrect wired, assembled",1
151742007916,Product Installation,NEW APPLIANCE,No problem found,1
508030750,Part Replaced,OTHERS MECHANICAL,"Misoperating (component, module)",1
151722002278,Product Installation,NEW APPLIANCE,No problem found,1
151617005313,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
611215052,Repaired component,"PANEL, FRONT","Incorrect wired, assembled",1
421325013934,Part Replaced,INNER-LINER-CAVITY-TUB,Unable to diagnose fault,1
999999999,Part Replaced,OTHERS ELECTRICAL,"Incorrect wired, assembled",1
151646000957,Part Replaced,HEATING ELEMENT (UPPER - GRILL),"Misoperating (component, module)",1
151702005269,Mechanical alignments,STEP SWITCH,Mechanically misaligned,1
705150516,Product exchange proposal,POWER BOARD,"Cut, broken, split, torn",1
151616004705,Repaired component,CONTROL BOARD / SENSOR BOARD,"Incorrect wired, assembled",1
991631009131,Part Replaced,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
371432002731,Mechanical alignments,MICROSWITCH,"Loose, off, stripped",1
151701000524,Part Replaced,TURNTABLE MOTOR,"Misoperating (component, module)",1
151737010359,Part Replaced,CONTROL PANEL,Deformed,1
151703005916,Software correction / upgrade / reset,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151723009199,Product exchange proposal,POWER BOARD,"Cut, broken, split, torn",1
505062255,Mechanical alignments,KNOB,"Loose, off, stripped",1
507290627,Product Installation,NEW APPLIANCE,Unable to diagnose fault,1
151705006532,Part Replaced,OTHERS ELECTRICAL,"Misoperating (component, module)",1
370926301638,Software correction / upgrade / reset,PERFORMANCE COMPLAINT,Software problem,1
606180434,Mechanical alignments,HINGES,Mechanically misaligned,1
151720002066,Part Replaced,MAGNETRON,"Misoperating (component, module)",1
371328700137,Electrical alignment / wiring / Resolder,WIRING,"Bad contact, connection",1
151718003313,Product Installation,NEW APPLIANCE,No problem found,1
701100242,Part Replaced,"DECOR-PLATE, DOOR","Paint, colour mismatch",1
Not assigned,Explanation for customer  (IFU),INSTRUCTION FOR USE,"Bad contact, connection",1
151708005655,Repaired component,WIRING,"Loose, off, stripped",1
151638004766,Mechanical alignments,CABINET,"Incorrect wired, assembled",1
151715010198,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
708294669,Maintenance / Cleaning,DOOR,"Dirty, clogged",1
510120123,Electrical alignment / wiring / Resolder,MAINS ON / OFF-SWITCH,"Bad contact, connection",1
151642005911,Repaired component,USER BOARD,"Incorrect wired, assembled",1
151540000660,Part Replaced,POWER BOARD,Mechanically misaligned,1
151723009199,Product Installation,NEW APPLIANCE,"Incorrect wired, assembled",1
151729006361,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
151734003977,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
151628004687,Part Replaced,ACCESSORIES,"Scratched, dented, sharp edges",1
151725000725,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
151631009018,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
151546000521,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
151544001181,Part Replaced,"CAP, PUSHBUTTON","Blocked, clogged",1
602020228,Part Replaced,ACCESSORIES,"Scratched, dented, sharp edges",1
504070170,Part Replaced,CONTROL BOARD / SENSOR BOARD,Open circuit,1
706267675,Repaired component,OTHERS ELECTRICAL,"Incorrect wired, assembled",1
151731002947,Mechanical alignments,OTHERS ELECTRICAL,"Bad contact, connection",1
151734003472,Software correction / upgrade / reset,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151611002438,Part Replaced,"CAP, PUSHBUTTON","Cut, broken, split, torn",1
421308014067,Part Replaced,FUSE,Open circuit,1
151621004119,Product exchange proposal,INNER-LINER-CAVITY-TUB,Deformed,1
371424009768,Part Replaced,USER BOARD,"Misoperating (component, module)",1
151734000776,Software correction / upgrade / reset,CONTROL BOARD / SENSOR BOARD,Software problem,1
702121084,Part Replaced,OTHERS ELECTRICAL,Faulty mains voltage,1
999999999,Maintenance / Cleaning,"FRAME, DOOR-GLASS (OUTER)","Dirty, clogged",1
999999999,Repaired component,MAGNETRON,"Loose, off, stripped",1
151704000226,Mechanical alignments,IGNITION - SWITCH,"Incorrect wired, assembled",1
151724000901,Part Replaced,OTHERS ELECTRICAL,"Cut, broken, split, torn",1
151602000314,Part Replaced,USER BOARD,"Misoperating (component, module)",1
151731006506,Explanation for customer  (IFU),INSTRUCTION FOR USE,No problem found,1
141312005694,Part Replaced,CONTROL BOARD / SENSOR BOARD,Unable to diagnose fault,1
603114040,Product Installation,NEW APPLIANCE,Unable to diagnose fault,1
151706003535,Repaired component,WIRING,"Loose, off, stripped",1
371433700800,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
151714003673,Part Replaced,"CAP, PUSHBUTTON","Cut, broken, split, torn",1
370737701134,Mechanical alignments,"CAP, PUSHBUTTON",Deformed,1
604051157,Product Installation,POWER BOARD,No problem found,1
391548021071,Functional check,"MOTOR-FAN, CIRCULATION",Vibrating,1
151719006834,Mechanical alignments,DISPLAY,"Misoperating (component, module)",1
421610003715,Repaired component,MAGNETRON,"Loose, off, stripped",1
151741012708,Product Installation,NEW APPLIANCE,No problem found,1
151620007164,Part Replaced,"PANEL, FRONT","Scratched, dented, sharp edges",1
702030453,Part Replaced,ACCESSORIES,"Scratched, dented, sharp edges",1
151738003955,Lubrication,HOOK / DOOR-LATCH,"Incorrect wired, assembled",1
203020126,Part Replaced,MAINS LEAD / CORD,"Scratched, dented, sharp edges",1
151729002581,Mechanical alignments,DOOR,"Loose, off, stripped",1
602100204,Mechanical alignments,DOOR,"Loose, off, stripped",1
151634009522,Part Replaced,PILOT LIGHT / LED,Burnt,1
606090273,Product Installation,NEW APPLIANCE,No problem found,1
141738003881,Software correction / upgrade / reset,OTHERS ELECTRICAL,"Incorrect wired, assembled",1
408110017,Part Replaced,MAINS LEAD / CORD,"Scratched, dented, sharp edges",1
151714003734,Part Replaced,TURNTABLE MOTOR,"Misoperating (component, module)",1
151716006595,Software correction / upgrade / reset,USER BOARD,"Misoperating (component, module)",1
151725108762,Part Replaced,ACCESSORIES,"Scratched, dented, sharp edges",1
421422005329,Part Replaced,MAGNETRON,Unable to diagnose fault,1
151711004695,Electrical alignment / wiring / Resolder,POWER BOARD,Unable to diagnose fault,1
371014700917,Removed,PROTECTION (DOOR-GLASS),"Overloaded, wrongly loaded",1
999999999,Electrical alignment / wiring / Resolder,WIRING,"Incorrect wired, assembled",1
704112145,Repaired component,WIRING,"Misoperating (component, module)",1
151638000876,Repaired component,"MOTOR-FAN, COOLING","Loose, off, stripped",1
151535010219,Preventive action,"CAP, PUSHBUTTON","Misoperating (component, module)",1
151714000521,Mechanical alignments,KNOB,"Loose, off, stripped",1
702038992,Mechanical alignments,POWER BOARD,"Incorrect wired, assembled",1
151719001851,Product Installation,NEW APPLIANCE,No problem found,1
151713003389,Part Replaced,MAIN MOTOR,"Misoperating (component, module)",1
151634004877,Part Replaced,DISPLAY,"Misoperating (component, module)",1
151606009251,Mechanical alignments,MICROSWITCH,"Incorrect wired, assembled",1
704181086,Product exchange proposal,INNER-LINER-CAVITY-TUB,Unable to diagnose fault,1
151719001852,Functional check,INSTRUCTION FOR USE,No problem found,1
701097309,Part Replaced,TURNTABLE MOTOR,"Cut, broken, split, torn",1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
371040305801,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
341707000041,Part Replaced,POWER BOARD,Mechanically misaligned,1
702120367,Mechanical alignments,HINGES,"Incorrect wired, assembled",1
151727001242,Part Replaced,CROSSMEMBER / CROSSBAR,"Scratched, dented, sharp edges",1
151630009344,Explanation for customer  (IFU),INSTRUCTION FOR USE,No problem found,1
709156945,Electrical alignment / wiring / Resolder,WIRING,"Incorrect wired, assembled",1
508030074,Part Replaced,ACCESSORIES,"Scratched, dented, sharp edges",1
501237654,Part Replaced,OTHERS MECHANICAL,"Misoperating (component, module)",1
151730007216,Part Replaced,"PANEL, FRONT","Cut, broken, split, torn",1
151739008146,Part Replaced,"PANEL, FRONT","Cut, broken, split, torn",1
151717001153,Part Replaced,DOOR,"Cut, broken, split, torn",1
151714001640,Part Replaced,DOOR,"Cut, broken, split, torn",1
151725009940,Part Replaced,DOOR,"Cut, broken, split, torn",1
151729006348,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
151702001417,Part Replaced,DOOR,"Cut, broken, split, torn",1
603020775,Part Replaced,HANDLE,"Scratched, dented, sharp edges",1
502130287,Part Replaced,DOOR / LID-SEAL / GASKET,"Scratched, dented, sharp edges",1
151645002260,Mechanical alignments,"MOTOR-FAN, CIRCULATION","Loose, off, stripped",1
151708006450,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151624002368,Product Installation,NEW APPLIANCE,No problem found,1
507290602,Part Replaced,INTERFERENCE-FILTER,Burnt,1
151723006719,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
207190331,Part Replaced,POWER BOARD,"Cut, broken, split, torn",1
151722005023,Part Replaced,CONTROL BOARD / SENSOR BOARD,Open circuit,1
151642001685,Part Replaced,DISPLAY,"Incorrect wired, assembled",1
221512000005,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
151635003875,Repaired component,INNER-DOOR,Unable to diagnose fault,1
603161160,Product exchange proposal,"CAP, PUSHBUTTON","Misoperating (component, module)",1
705240100,Product exchange proposal,OTHERS MECHANICAL,"Cut, broken, split, torn",1
605180087,Product exchange proposal,CERAMIC / MICA / ASBESTOS-COVER,"Misoperating (component, module)",1
302200228,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151707007601,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
999999999,Part Replaced,MAGNETRON,"Misoperating (component, module)",1
151540000640,Mechanical alignments,POWER BOARD,"Bad contact, connection",1
151706005971,Part Replaced,MAINS ON / OFF-SWITCH,"Misoperating (component, module)",1
151708004999,Part Replaced,"CAP, PUSHBUTTON","Blocked, clogged",1
605180182,Electrical alignment / wiring / Resolder,WIRING,Short circuit,1
202060065,Part Replaced,POWER BOARD,Burnt,1
151635000049,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Cracked, peeled, melted",1
151535009995,Part Replaced,USER BOARD,"Not welded or glued, broken weld",1
371126700237,Part Replaced,MAGNETRON,Burnt,1
611111717,Part Replaced,TRANSFORMER,"Blocked, clogged",1
220,Part Replaced,POWER BOARD,Short circuit,1
151621006929,Functional check,ACCESSORIES,"Incorrect wired, assembled",1
151718003299,Part Replaced,USER BOARD,"Scratched, dented, sharp edges",1
604050089,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
412113001,Part Replaced,CONTROL BOARD / SENSOR BOARD,Burnt,1
151719004787,Part Replaced,"PANEL, FRONT",Mechanically misaligned,1
151710000743,Product exchange proposal,OTHERS ELECTRICAL,"Faulty program setting, installation",1
151723009205,Part Replaced,POWER BOARD,Unable to diagnose fault,1
151641006682,Part Replaced,POWER BOARD,"Bad contact, connection",1
371249701177,Part Replaced,STEP SWITCH,"Misoperating (component, module)",1
410095028,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
504171063,Added,ACCESSORIES,Unable to diagnose fault,1
371338012978,Mechanical alignments,DOOR / LID,"Misoperating (component, module)",1
151714003892,Functional check,CONTROL BOARD / SENSOR BOARD,Mechanically misaligned,1
151618006282,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
603088081,Part Replaced,OTHERS MECHANICAL,"Misoperating (component, module)",1
371135700301,Part Replaced,POWER BOARD,"Scratched, dented, sharp edges",1
151725004271,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Incorrect wired, assembled",1
706250076,Product exchange proposal,HANDLE,"Cut, broken, split, torn",1
151723009174,Product exchange proposal,POWER BOARD,"Incorrect wired, assembled",1
605275255,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
421217022349,Functional check,OTHERS MECHANICAL,"Misoperating (component, module)",1
504032356,Part Replaced,OTHERS MECHANICAL,"Misoperating (component, module)",1
